replicate,flux_median_ratio,active_area_median_ratio,diversity_ratio,saturation_fraction,generic_distance_ratio,flux_median_ratio_pass,active_area_median_ratio_pass,diversity_ratio_pass,saturation_fraction_pass,generic_distance_ratio_pass,joint_gate_pass
453,1.5989465502815359,1.1434363826877934,1.124183453923434,0.000626564024015625,8.651331181642298,True,True,True,True,False,False
454,1.69178985401669,1.2786259589720876,1.1466824992937081,0.00077629089278125,10.725986508864786,True,True,True,True,False,False
455,1.5020733848721888,1.1201091451637237,1.1029347155581428,0.000735759733515625,8.643079244678752,True,True,True,True,False,False
456,1.3917567085474674,1.0063938453708006,1.069821228288313,0.0006775856005937499,6.96027072943679,True,True,True,True,True,True
457,1.648504966043056,1.265763423029658,1.1022420168707343,0.000635147096453125,8.786464257249904,True,True,True,True,False,False
458,1.4660298617278738,1.0215703205945919,1.0889361044312622,0.0006523132313437499,8.00640889728562,True,True,True,True,False,False
459,1.4021844578256129,1.0990476152432618,1.053653923883517,0.0006351470930625,7.6915127862960455,True,True,True,True,True,True
460,1.6254264412723023,1.274488701036266,1.111485748012515,0.000616073609203125,8.843445152010219,True,True,True,True,False,False
461,1.7069118333279802,1.3021505409494738,1.1514418344075783,0.000678062438640625,10.444590014803007,True,True,True,True,False,False
462,1.4319853032614398,1.100806465701931,1.049913723524242,0.0006971359232968749,6.732587336154036,True,True,True,True,True,True
463,1.2593059060825529,0.9884861351533989,1.0175615871841641,0.0006432533261562499,5.825155761130024,True,True,True,True,True,True
464,1.6953537390521793,1.2592223790744788,1.140591423778691,0.000743389128921875,9.615171805352336,True,True,True,True,False,False
465,1.4696277863330112,1.1056994673502105,1.1381654977505005,0.00072431564046875,9.282913995904952,True,True,True,True,False,False
466,1.5215759077590214,1.1247025223967173,1.1265228652131953,0.0006623268125624999,8.696097092412929,True,True,True,True,False,False
467,1.455973129505543,1.1172774616170915,1.0600051071206216,0.0006322860695156249,8.298822369430775,True,True,True,True,False,False
468,1.4474362857438818,1.080365276409483,1.0691870476632421,0.000717163085203125,6.656238283003982,True,True,True,True,True,True
469,1.6023837945386712,1.3028509966852584,1.1362899737671885,0.000695228576265625,9.73982927959014,True,True,True,True,False,False
470,1.2835346040858164,0.975107255425565,1.020762031346423,0.000590324400921875,5.908888700788786,True,True,True,True,True,True
471,1.4193517411334757,1.1266666702035302,1.1185436455300655,0.0006527900685625,7.923844563306137,True,True,True,True,True,True
472,1.562346097899936,1.2143569582016869,1.1015085855358666,0.0007033348051875,9.841427995155893,True,True,True,True,False,False
473,1.5230346685921896,1.2406779897696398,1.105590202824711,0.000668525694640625,8.801094326199804,True,True,True,True,False,False
474,1.5898866555058788,1.195940021543587,1.1418048477481018,0.0008034706102343749,9.52361900147166,True,True,True,True,False,False
475,1.4565628860042323,1.100778967486996,1.0339131855908077,0.00068330764559375,7.338891455685018,True,True,True,True,True,True
476,1.689978771045113,1.2153209143968213,1.1498748929448892,0.000656127928125,11.063865420517486,True,True,True,True,False,False
477,1.3652840802740431,1.0258064608680242,1.0209043422485204,0.0006003379802499999,6.422479852875081,True,True,True,True,True,True
478,1.5209025143888373,1.2233211802887018,1.083046827992577,0.00063991546628125,7.940354789111441,True,True,True,True,True,True
479,1.5098545872356177,1.2152489662698645,1.1592936369170446,0.0007061958281875,8.588166293209312,True,True,True,True,False,False
480,1.4847741021588698,1.1301097090965997,1.0625889014338974,0.000665664672796875,7.843530957488605,True,True,True,True,True,True
481,1.6283819980103267,1.249486654289962,1.0870161535525824,0.000622272491328125,8.735532944367375,True,True,True,True,False,False
482,1.4971613271648339,1.0636200779989982,1.0721488466515636,0.00066709518446875,7.51823711723634,True,True,True,True,True,True
483,1.2931991021657658,0.9135577369746463,0.9940965983655105,0.0005621910110468749,6.293283184048315,True,True,True,True,True,True
484,1.43641236635529,1.1521739499144843,1.0242883734804333,0.000668525695265625,7.415512181436071,True,True,True,True,True,True
485,1.3394841729124853,1.0796703110187986,1.1002107152083762,0.00070381164371875,7.97942105710068,True,True,True,True,True,True
486,1.609241855879732,1.2303551606778353,1.124004761761228,0.0005764961228124999,8.560174411501523,True,True,True,True,False,False
487,1.527264954763176,1.1741935542324364,1.119179718577884,0.0007266998297656251,8.170633075203082,True,True,True,True,False,False
488,1.4061423674912334,1.1096710360601558,1.0498640306819023,0.00064706802353125,8.106830661121782,True,True,True,True,False,False
489,1.543971144607527,1.1386666773466074,1.1188212254205878,0.000731945036921875,8.631860001412557,True,True,True,True,False,False
490,1.5419427978077864,1.0809826568138057,0.994358053042005,0.00057935714515625,7.733382330033626,True,True,True,True,True,True
491,1.3673913832235425,1.0750681970922056,1.071465463108308,0.0006408691414218749,7.057613851074148,True,True,True,True,True,True
492,1.5659607912161395,1.22412010625516,1.085867287589848,0.00061511993346875,8.803390563049312,True,True,True,True,False,False
493,1.46161276669047,1.0935621992868108,1.1234413499988742,0.0007376670848124999,7.799537001841258,True,True,True,True,True,True
494,1.4845349926073719,1.148399613738062,1.0694910649441307,0.0006628036501875,7.23466835443031,True,True,True,True,True,True
495,1.7550907814201842,1.2774193596692336,1.0827219272604685,0.0007257461531249999,9.084123256817508,True,True,True,True,False,False
496,1.5008166409262482,1.1128889070124248,1.11621392829694,0.000716209411375,8.14685161051674,True,True,True,True,False,False
497,1.2255419708598305,0.9308283210094223,1.0059038845903565,0.0006279945392187499,6.307023383212864,True,True,True,True,True,True
498,1.563471093964767,1.141935497022982,1.0375470089981949,0.00068664550434375,8.902585265731634,True,True,True,True,False,False
499,1.6701463924048676,1.288711333718191,1.0867806256398973,0.000777721405328125,8.445013020022225,True,True,True,True,False,False
500,1.3421016559780143,0.9949832358535606,1.083285509777585,0.000668525694828125,7.068696857021306,True,True,True,True,True,True
501,1.7428355250324805,1.3303370556921605,1.1216019725335695,0.0006890296920156249,10.0960349345098,True,True,True,True,False,False
502,1.536189406190593,1.1703139850922752,1.0194813665425033,0.0006728172303125,7.5921742813936435,True,True,True,True,True,True
503,1.6249554713694183,1.195297571661528,1.141273328519717,0.000696659085796875,8.872364469985548,True,True,True,True,False,False
504,1.3987130677405932,1.082936128061592,1.0889050220190235,0.0006251335128125,7.227248531443026,True,True,True,True,True,True
505,1.6227781270145396,1.24219590749195,1.1165595044802168,0.0005512237544687499,9.267315295942286,True,True,True,True,False,False
506,1.4930711210768624,1.1170825535078348,1.090055376984411,0.0006670951826562501,7.961892986428112,True,True,True,True,True,True
507,1.6023837945386712,1.2034445728749388,1.0294133723674377,0.0005702972418750001,7.667864267683013,True,True,True,True,True,True
508,1.3921695319151122,1.0215447608228978,1.0568510968804028,0.00070428848225,6.7108451400541105,True,True,True,True,True,True
509,1.710752360396021,1.3225131052271066,1.1424244821405194,0.000704288482203125,9.386224814738428,True,True,True,True,False,False
510,1.3991713977446842,1.117301992433731,1.0294022617575476,0.000618934632140625,7.129927052701365,True,True,True,True,True,True
511,1.3931685331377273,1.0180257041744463,1.0536499432535156,0.000651836396875,6.480352577027567,True,True,True,True,True,True
512,1.4674230907754708,1.0841242630416004,1.0651915643637757,0.000738143920515625,8.097599227866981,True,True,True,True,False,False
513,1.524164762190638,1.0897435600247969,1.073751616967058,0.000706672667203125,7.657556693262946,True,True,True,True,True,True
514,1.5640080494532511,1.1965767297229728,1.0824434945849646,0.00057840347015625,8.836550275134787,True,True,True,True,False,False
515,1.6309162420948855,1.086472136174352,1.042905970870561,0.000570297239859375,8.071809224580287,True,True,True,True,False,False
516,1.5832767685056577,1.1980861543485402,1.1619650639083032,0.0007119178766875,9.72580444336558,True,True,True,True,False,False
517,1.5417750538667223,1.1603234865650423,1.0973703865828506,0.000679969786171875,8.100662254439207,True,True,True,True,False,False
518,1.5954830897865453,1.2081425146213653,1.1310431545920614,0.0006599426245937499,8.799988541075592,True,True,True,True,False,False
519,1.4105836871734496,1.0775775853755658,1.0849543516324895,0.0005912780781562499,7.079472694653988,True,True,True,True,True,True
520,1.6224858128848496,1.2118365355497778,1.1714951645295446,0.000794887541015625,10.89260132732012,True,True,True,True,False,False
521,1.6586587323268425,1.2360604517182385,1.1368405008772389,0.00067472458103125,9.935230507064253,True,True,True,True,False,False
522,1.5744217002583292,1.2199999987516954,1.1042651462491064,0.0007762908908437499,10.878206336864238,True,True,True,True,False,False
523,1.7051578838532029,1.2596774166554283,1.1225540954536688,0.000643253325359375,9.128818757442755,True,True,True,True,False,False
524,1.5596469473226988,1.1818996320265156,1.0888235185292023,0.000674724575453125,9.128334295171294,True,True,True,True,False,False
525,1.6303270213091838,1.2572463922974169,1.1686009633600134,0.000731945038359375,10.306990988455837,True,True,True,True,False,False
526,1.2635215526366028,0.9493127024423422,0.9853423455167151,0.0006365776056875,7.014837180408738,True,True,True,True,True,True
527,1.6688595859702324,1.378902046254025,1.1724765398679555,0.000782489775578125,12.38075666779211,True,True,True,True,False,False
528,1.620774353210831,1.2650415064170384,1.0779017313733772,0.000654697415390625,8.86841556077622,True,True,True,True,False,False
529,1.5008138979393169,1.1623036618185207,1.0987180525295737,0.0006675720191406249,8.169214604722027,True,True,True,True,False,False
530,1.5753587646171745,1.2207792499008532,1.1369115013179487,0.000664710999375,8.98471690618631,True,True,True,True,False,False
531,1.4353444279342231,0.9905578941624584,1.1089658837113516,0.0006670951850625,6.976354333224183,True,True,True,True,True,True
532,1.4667609591870843,1.090212742401275,1.039893235941525,0.0007610321037656249,7.800084979014059,True,True,True,True,True,True
533,1.5330452926376499,1.1297709879508187,1.1168308675457157,0.000687122343609375,8.34069836263011,True,True,True,True,False,False
534,1.5317561359491123,1.1819835939368173,1.0983922698626183,0.0006890296925156249,8.954095187196176,True,True,True,True,False,False
535,1.3710796966171976,1.0515097681378809,1.0524286561888254,0.0006351470925,7.237249587483793,True,True,True,True,True,True
536,1.5256778223807095,1.0493333532368592,1.0257059834745283,0.000658512113359375,8.059293438426437,True,True,True,True,False,False
537,1.6666913913721284,1.2546201282116973,1.1232071073313612,0.0007243156406406251,10.372763562898003,True,True,True,True,False,False
538,1.516052265673759,1.1524926782498717,1.071703115929785,0.00062465667590625,8.446657997378713,True,True,True,True,False,False
539,1.5227260698128395,1.1718229451235664,1.0911610004063992,0.000674247740734375,7.80395972000587,True,True,True,True,True,True
540,1.532625780148847,1.1573802512581688,1.0607288765593197,0.0006170272806406249,7.6120183037724445,True,True,True,True,True,True
541,1.664148726041489,1.3347022524232088,1.1812015489407293,0.000781536100875,13.302628239994522,True,True,True,True,False,False
542,1.6062064386517356,1.215715733166793,1.1065532686938828,0.0006875991827343749,8.389106895766497,True,True,True,True,False,False
543,1.5538142652391822,1.1734985785981944,1.1339364406556083,0.0007247924788125,8.86570051435688,True,True,True,True,False,False
544,1.5079440902964056,1.1000429262203655,1.0680312812761974,0.00075817108109375,7.662945026877314,True,True,True,True,True,True
545,1.6976557019281937,1.2894736934727795,1.1818738996128926,0.000724792479015625,10.135696125330233,True,True,True,True,False,False
546,1.4806662226523806,1.092165888527342,1.0768603678104398,0.0007200241071875001,8.040575079197708,True,True,True,True,False,False
547,1.6242302928198384,1.195297571661528,1.1242326864659091,0.00072193145684375,9.334748480677113,True,True,True,True,False,False
548,1.3954961833914414,1.0430107309034569,1.0804395933131288,0.0006251335131875,7.985980515965763,True,True,True,True,True,True
549,1.5820144862127445,1.198547242987301,1.093083516084907,0.000713348388125,9.473271508603744,True,True,True,True,False,False
550,1.4787881458451713,1.05949548946377,1.100191320293626,0.00065517425440625,7.278550468322932,True,True,True,True,True,True
551,1.376402218782481,1.0401366014212245,1.077998716566375,0.00075054168753125,6.732588226386291,True,True,True,True,True,True
552,1.4987072755988617,1.172924904065366,1.0314030766028675,0.0006208419795624999,8.817417976356174,True,True,True,True,False,False
553,1.4363381888239488,1.0728110240007478,1.0178887929766707,0.0006065368620468749,7.507307073852851,True,True,True,True,True,True
554,1.777723732230769,1.3120218557904313,1.107279160070856,0.0006775856022343751,9.299875808935719,True,True,True,True,False,False
555,1.3916240112807485,1.0788530506993488,1.0549761531656396,0.00060606002921875,6.872883687369747,True,True,True,True,True,True
556,1.6023699540225356,1.2236025092282967,1.1256088582728316,0.000636100768390625,9.648671272509455,True,True,True,True,False,False
557,1.509485876402355,1.1588962702627288,1.1295545004752852,0.000696659086375,7.790047572186939,True,True,True,True,True,True
558,1.3376613759338543,1.0210065681412495,0.9893979087783631,0.0006232261676562499,6.826349353297446,True,True,True,True,True,True
559,1.4538992980873298,1.0728177286292355,1.0464256534168135,0.00069904327059375,8.128914401024307,True,True,True,True,False,False
560,1.566929533552781,1.1969093045114316,1.0902658710133162,0.000689506528625,8.53089347610181,True,True,True,True,False,False
561,1.4599356856883892,1.0672766458689218,1.0104503291202136,0.0005974769573125,8.327362537594668,True,True,True,True,False,False
562,1.896549712683524,1.337696346800318,1.2072734151301177,0.000819683074421875,11.25854742871612,True,True,True,True,False,False
563,1.4484062801196786,1.0716596987957305,1.1172504523763689,0.0006518363948593749,8.377887071219881,True,True,True,True,False,False
564,1.8514577497722735,1.421361474224603,1.154620482986337,0.000756263731984375,12.378954755005545,True,True,True,True,False,False
565,1.554329578862287,1.1325071460557379,1.078993840669521,0.0006618499764218749,8.115615280214717,True,True,True,True,False,False
566,1.650677986868405,1.3324235801318818,1.1641831043186177,0.00074768066471875,10.540533902123883,True,True,True,True,False,False
567,1.5185030107568578,1.1276190487187447,1.071459231596717,0.0006828308075,8.314379695569228,True,True,True,True,False,False
568,1.5738484322228863,1.1452772228319217,1.0619997037105409,0.000663757321953125,8.08865416519663,True,True,True,True,False,False
569,1.6766846704342342,1.3414351644444442,1.1490490974339667,0.00066661834353125,10.780205191220496,True,True,True,True,False,False
570,1.532245083437141,1.201216431878325,1.0935757570129905,0.0006504058845312501,8.42387813365064,True,True,True,True,False,False
571,1.8780156466089488,1.3834544404600728,1.1842700343755153,0.0008034706095156249,13.232463273362448,True,True,True,True,False,False
572,1.6093388174424699,1.1941747690186069,1.1292781240309242,0.0007400512683125,8.656165289728142,True,True,True,True,False,False
573,1.525821481135103,1.1549364647540203,1.1433397348285201,0.000648975371078125,8.009828655829946,True,True,True,True,False,False
574,1.3233854141041268,1.0475567338183835,1.0602055979774407,0.000664710998265625,6.498561888549455,True,True,True,True,True,True
575,1.5222028996424422,1.091097331137945,1.0064164388979757,0.0005540847790156251,7.379219445408693,True,True,True,True,True,True
576,1.5103199040876394,1.1362764418038565,1.0414682393245118,0.000644207000359375,7.903861699730585,True,True,True,True,True,True
577,1.476873874332749,1.068325762838272,1.0632099499330423,0.000643253325671875,7.5157333767757475,True,True,True,True,True,True
578,1.5683509575254122,1.1285714272339593,1.0957625014200816,0.000677108765390625,7.5975494308861435,True,True,True,True,True,True
579,1.5864207454138664,1.234439848199859,1.0694595174486488,0.00066137313871875,8.145416260902024,True,True,True,True,False,False
580,1.4345304254486893,1.0458958801830671,1.048816499121535,0.0006594657926250001,6.741122420251219,True,True,True,True,True,True
581,1.704425132281287,1.288135604398736,1.1730149154099134,0.0007362365697656249,10.20016828255697,True,True,True,True,False,False
582,1.265165218659763,0.9499586158319799,0.9987286049548482,0.0006208419793125,6.001427897661417,True,True,True,True,True,True
583,1.3414686211973166,1.0153015355819563,1.0247969997682402,0.00066661834871875,6.341225844887077,True,True,True,True,True,True
584,1.5407038921104648,1.188311657717274,1.0958478327774672,0.00070190429628125,8.099068382543852,True,True,True,True,False,False
585,1.4182379336010675,1.0107526877348918,1.0346187073810558,0.0007419586155156249,7.026792075523213,True,True,True,True,True,True
586,1.38742132452796,0.948833366005206,1.0530737978053673,0.000648498534953125,6.489482225231682,True,True,True,True,True,True
587,1.3177914198899974,1.0185504836276904,1.0666593915828873,0.000684261322046875,6.602501434328434,True,True,True,True,True,True
588,1.5122676085489595,1.154298620259668,1.0869167012649747,0.000708103179375,7.499114005457415,True,True,True,True,True,True
589,1.3449938865999609,0.9105090245170822,1.0263929848516562,0.0006790161139374999,5.71599181808874,True,True,True,True,True,True
590,1.3908142590186927,1.084586448827633,1.0363784698221343,0.00060892105159375,7.673520338761313,True,True,True,True,True,True
591,1.3925336158474573,1.0406002183858563,1.0434022717081979,0.0006184577949687501,7.039939393665777,True,True,True,True,True,True
592,1.401225946877007,1.0127659384594663,1.0645015263492743,0.0007042884827812499,6.043650591565093,True,True,True,True,True,True
593,1.5159812493340223,1.1136986060021772,1.07986624625063,0.0006961822476875001,6.877514547955324,True,True,True,True,True,True
594,1.3010818197909482,0.9444949539071441,1.0279336420683594,0.000627040862859375,6.903988965533856,True,True,True,True,True,True
595,1.4192247028890344,1.0759494128424494,1.057875458555052,0.0007061958298906249,6.927600033290822,True,True,True,True,True,True
596,1.344709138658367,1.0795863099011442,1.1033317362507467,0.0006551742554375,7.699141311252045,True,True,True,True,True,True
597,1.5600174596276566,1.2132867368652613,1.0112301555158278,0.000649452208328125,7.6034957848946565,True,True,True,True,True,True
598,1.868684683588134,1.3088083186577684,1.1361493384569317,0.0006980895993125001,10.426305459146008,True,True,True,True,False,False
599,1.4356402748990147,1.1196029741245492,1.0462725277946545,0.00058174133296875,8.008643414017518,True,True,True,True,False,False
600,1.443633431144301,1.0276679457951226,1.0620347628205853,0.0005955696083437499,7.503104202191861,True,True,True,True,True,True
601,1.6157594903093297,1.2010362667909473,1.1199639882198582,0.000688552853359375,9.088370486345086,True,True,True,True,False,False
602,1.437918491194553,1.0244587039112958,1.0404508833682347,0.0007290840149062499,6.739615943642458,True,True,True,True,True,True
603,1.357853065985951,1.0479248919230733,1.0806549216812196,0.0006117820739687499,7.394661945792437,True,True,True,True,True,True
604,1.6146481424755434,1.1906158277927894,1.098705676404169,0.000637054442328125,7.6624281808148496,True,True,True,True,True,True
605,1.5604802366239985,1.1636450328871277,1.0570006378913588,0.0006947517385156251,8.163988566070033,True,True,True,True,False,False
606,1.3715150278668247,1.0343890510402356,1.0598876016230137,0.00065803527825,7.117142011136565,True,True,True,True,True,True
607,1.732778053489444,1.311457200080079,1.122758141575753,0.00071573257275,8.534754842489479,True,True,True,True,False,False
608,1.3441952664302224,1.0380952342314378,1.0226825153291528,0.000632762907390625,6.406731813715552,True,True,True,True,True,True
609,1.487216799843928,1.140342512894021,1.1407554628121457,0.0007085800175468749,8.220223196302983,True,True,True,True,False,False
610,1.5339816807988729,1.152111374097209,1.0616406971876238,0.0006575584393750001,7.764111349127087,True,True,True,True,True,True
611,1.3209747415411326,1.0224331311565635,1.055612811639576,0.0005807876578125,7.12820188635645,True,True,True,True,True,True
612,1.468095719971518,1.1146616364502233,1.0478455524760222,0.000653743744,7.946899568060258,True,True,True,True,True,True
613,1.3555784388496457,0.9592944298179018,1.0419972990349806,0.000578880308125,7.143603187020414,True,True,True,True,True,True
614,1.4641458850381308,1.0733031254888326,1.0842016387620828,0.00073862075890625,7.706639818029667,True,True,True,True,True,True
615,1.7223693515666125,1.4234637002412658,1.1908874790686774,0.00073766708353125,12.8990080694042,True,True,True,True,False,False
616,1.5734027043049075,1.2168998667763873,1.0957752490015458,0.0005764961234374999,9.086084570182441,True,True,True,True,False,False
617,1.610648974910021,1.1950718408123826,1.118730298715004,0.00066423415940625,9.345127286790705,True,True,True,True,False,False
618,1.534221800662482,1.230731242206065,1.0937610020734292,0.000596523284109375,8.195751379689582,True,True,True,True,False,False
619,1.6109849202599065,1.2947598226328256,1.042076985933336,0.0006299018874062499,9.117948482185382,True,True,True,True,False,False
620,1.6418963374357352,1.2235621064534417,1.1654566256070975,0.0008316040025312501,9.19115777565845,True,True,True,True,False,False
621,1.554329578862287,1.1814556637186358,1.0559422172008106,0.000657081602765625,7.840265629714391,True,True,True,True,True,True
622,1.6320609675539162,1.332258096624905,1.1003429695642828,0.0006570816026093751,11.036984393853334,True,True,True,True,False,False
623,1.489497761862288,1.0680680590388183,1.0282537043609414,0.0006031990056406249,7.34704335980453,True,True,True,True,True,True
624,1.4915781923601714,1.2186858359915842,1.0892380103925694,0.000595569609171875,8.095251142652673,True,True,True,True,False,False
625,1.5540421757547298,1.1798525782977471,1.15312039078777,0.00073957443071875,10.310075693456424,True,True,True,True,False,False
626,1.3160896084340215,1.025322079890801,1.0514082923564145,0.00071477889828125,6.792849794268028,True,True,True,True,True,True
627,1.470084491197118,1.098474322397954,1.0618574491214137,0.0007457733145625,7.4672935632564785,True,True,True,True,True,True
628,1.5020733848721888,1.1614285718298123,1.0688453058619072,0.0006604194602031249,9.56433608085211,True,True,True,True,False,False
629,1.3676951774600716,1.0647619106764916,1.0562832316671185,0.0006737709030156249,7.035059667438067,True,True,True,True,True,True
630,1.5912446356058259,1.1713052309460126,1.103142729207467,0.000712394713,8.904495290824784,True,True,True,True,False,False
631,1.6175704983515966,1.1888112171970135,1.088447404016931,0.0006175041204375,7.8256096273422315,True,True,True,True,True,True
632,1.4363381888239488,1.0687161431884626,1.0674158289486235,0.0006771087625625,6.670391678507704,True,True,True,True,True,True
633,1.4624238109800258,1.0701357128930213,1.0041938902138985,0.0006437301621406251,7.718647095044865,True,True,True,True,True,True
634,1.2637073996095383,0.8738700135598584,1.0137882317972666,0.0005846023554999999,6.368656946713482,True,True,True,True,True,True
635,1.5244928613078,1.2191256949680958,1.0701658184646325,0.0006680488562343749,7.441319334378965,True,True,True,True,True,True
636,1.635919103312943,1.2331606391797474,1.0789912077637673,0.0007214546168749999,9.02635591895626,True,True,True,True,False,False
637,1.6551874849742232,1.2714640363714074,1.1295276840863384,0.00071191787578125,10.192205532188739,True,True,True,True,False,False
638,1.6168500729837176,1.2563685473980195,1.1280804769983848,0.0006790161134375,9.307808830596159,True,True,True,True,False,False
639,1.447331548668128,1.0444064591854425,1.0108887918019682,0.000676631924875,7.06489082490193,True,True,True,True,True,True
640,1.3782283322883209,1.0194742031281665,1.036994908907267,0.00054407119909375,8.440844518004978,True,True,True,True,False,False
641,1.4966520832852188,1.1600790385532036,1.1217995403263108,0.0006990432746093751,8.149169054462828,True,True,True,True,False,False
642,1.515703744232429,1.1350947413402472,1.1022554270038474,0.0007820129379218749,6.706319076592052,True,True,True,True,True,True
643,1.820628020234381,1.4127516817882677,1.171158146544094,0.0007457733160625,10.931601437257058,True,True,True,True,False,False
644,1.3949583733319413,1.1068464555748005,1.0549260934881128,0.0006303787214218749,7.02641507579878,True,True,True,True,True,True
645,1.4489977072533895,1.1655470723190107,1.0844977504737798,0.0006861686703125,7.794633606907976,True,True,True,True,True,True
646,1.4751010364100663,1.1082801959043282,1.117559916378345,0.000692844390078125,8.131253572170541,True,True,True,True,False,False
647,1.6639092929802448,1.2075098848784391,1.1139274994039114,0.000727176665625,10.088747627247711,True,True,True,True,False,False
648,1.487478648486157,1.0860805583402982,1.0566895911568515,0.000700950623671875,6.867330452189322,True,True,True,True,True,True
649,1.4194533335522328,1.061829107213406,0.9835390466252457,0.0006785392742343749,7.468274989523146,True,True,True,True,True,True
650,1.4087172952860996,1.0751152033024103,1.070576356960301,0.000684738157046875,6.445299732497636,True,True,True,True,True,True
651,1.4106253532396333,1.144144105728791,1.0786096032568575,0.000605583190703125,7.265265251595532,True,True,True,True,True,True
652,1.5496621242644297,1.1253574902111063,1.0691590413570293,0.00069904327178125,7.6420719238271335,True,True,True,True,True,True
653,1.4482540833420812,1.1138755910645706,1.109708190945841,0.0007104873634218749,7.7683120910764245,True,True,True,True,True,True
654,1.3861321212157882,0.9858368764024843,1.054719289881909,0.00068187713440625,7.134183255534183,True,True,True,True,True,True
655,1.505358584283136,1.1141141520369624,1.0361069872014526,0.0006051063537343749,7.354609990441665,True,True,True,True,True,True
656,1.5688285948545806,1.1811414579294897,1.1125782325784475,0.0006599426279687501,8.609320202000882,True,True,True,True,False,False
657,1.5659607912161395,1.2785340399646765,1.1379869274130632,0.000751495360015625,10.35386664602848,True,True,True,True,False,False
658,1.3487523192546613,1.0078201408367355,1.0651613772324304,0.000580787657078125,6.556421607851039,True,True,True,True,True,True
659,1.435936530360128,1.0904203408880977,1.11052726511444,0.0006642341622968749,6.938503997418164,True,True,True,True,True,True
660,1.4463184077152254,1.0862222354912396,1.0698005140922788,0.000735282897484375,7.468173613411015,True,True,True,True,True,True
661,1.4517517069031294,1.086635948806116,1.09231571688433,0.0007367134093125,7.425704992792319,True,True,True,True,True,True
662,1.5810465656402644,1.1862648232702275,1.0770811397519093,0.0006618499751874999,7.7673134483617865,True,True,True,True,True,True
663,1.4789124798511475,1.0100052836028166,1.0950747403712153,0.000607490539234375,7.067604025840535,True,True,True,True,True,True
664,1.4371989880305651,1.0783858492702432,1.0491874166973765,0.0006318092339999999,7.558843566315254,True,True,True,True,True,True
665,1.7567074330001509,1.3625698276467275,1.1871597751356529,0.000749111175234375,11.791555589721604,True,True,True,True,False,False
666,1.39137322541361,1.0719131628730407,1.0447012989853788,0.000676631926328125,7.210122530250341,True,True,True,True,True,True
667,1.4740448621735784,1.1048617544165225,1.088551908953461,0.0006842613202031249,7.879361869959932,True,True,True,True,True,True
668,1.3385339721922158,0.9597780759586618,1.0106348746723335,0.0005893707254062499,7.017659863100854,True,True,True,True,True,True
669,1.2924940585867666,0.9914821338332827,1.0130014968295986,0.000610828397609375,6.993328295364343,True,True,True,True,True,True
670,1.6098786935870544,1.2127329292625029,1.0835800761665673,0.000677585599875,7.640104102471718,True,True,True,True,True,True
671,1.5494965862940697,1.1349282475640323,1.0468686891053187,0.0006456375118906251,8.299653875208984,True,True,True,True,False,False
672,1.6034465841437535,1.2901639434966512,1.077362875453056,0.00063467025740625,8.475309146804888,True,True,True,True,False,False
673,1.5348177571001445,1.0776942783840147,1.1087687951620737,0.0007581710817968749,7.931589931599972,True,True,True,True,True,True
674,1.694814254558059,1.240995763989658,1.1370291246133795,0.000677108760875,10.054852065249445,True,True,True,True,False,False
675,1.7573050422566143,1.231884078618778,1.1641113248347716,0.0007381439197187499,10.04081115337158,True,True,True,True,False,False
676,1.525821481135103,1.1997929611892544,1.0688503500670268,0.000690460204515625,8.351470382814275,True,True,True,True,False,False
677,1.4816558484813742,1.069306953981767,1.0490627319151664,0.000707626340171875,7.589045430302651,True,True,True,True,True,True
678,1.5912446356058259,1.2015810300996423,1.084455821122604,0.0006914138772812499,8.797566580803558,True,True,True,True,False,False
679,1.4878810318178441,1.0753512376720686,1.0264050395276292,0.0006737709039374999,7.445321342472444,True,True,True,True,True,True
680,1.5104042464214236,1.0896090938478171,1.0534914418008479,0.0006008148180156249,7.790653744996254,True,True,True,True,True,True
681,1.650450333014396,1.2236025092282967,1.1453375108216455,0.000698566435609375,9.48476987487994,True,True,True,True,False,False
682,1.6450118612688727,1.2835968734276744,1.103102737233723,0.0007171630852656249,9.92099727260384,True,True,True,True,False,False
683,1.561963334318414,1.188188210014347,1.1057431206391712,0.000642776487796875,9.478117163437364,True,True,True,True,False,False
684,1.5163093306814768,1.21971252741166,1.076196780538169,0.000665187836015625,8.256057459465904,True,True,True,True,False,False
685,1.367955106720497,0.9957374015004559,1.0630661383782394,0.0005979537982812499,7.018705117764976,True,True,True,True,True,True
686,1.472145036627235,1.1192747925719944,1.0676213252376434,0.0006413459761875,7.895895661544283,True,True,True,True,True,True
687,1.3031510216067668,0.9956859330538167,1.0045017128749785,0.00071954726784375,7.064721902452526,True,True,True,True,True,True
688,1.5461120498922394,1.1006678918813588,1.063548977164795,0.0006208419784375001,8.23230798979971,True,True,True,True,False,False
689,1.5592935013087006,1.2679900998031988,1.0925958203278472,0.000709056856328125,8.771504297163954,True,True,True,True,False,False
690,1.7292586777035466,1.2701894826804943,1.1337055603502453,0.0007019042950625,9.229277829723934,True,True,True,True,False,False
691,1.6415161909138416,1.2634854852884767,1.2173149948354536,0.00075244903521875,11.467236032963221,True,True,True,True,False,False
692,1.5330452926376499,1.1096710360601558,1.1039011027535428,0.000615119933390625,7.017696650619368,True,True,True,True,True,True
