sample_id,region_group_id,latitude_deg,unsigned_flux_proxy,signed_flux_imbalance,rms_field,field_energy_proxy,gradient_rms,high_gradient_fraction,positive_components,negative_components,strong_component_count,strong_centroid_separation,spectral_centroid,spectral_high_fraction,spectral_potential_proxy
H3497_20131220T135925Z,RG00665,-15.567038,41.787422,0.06536155,140.42221,19718.396,41.826702,0.044677734375,82.0,85.0,167.0,93.49946587968918,0.05472307132808993,0.12744229,93707.43672882795
H833_20110907T005926Z,RG00188,15.194839,36.533916,0.16422954,122.90153,15104.785,36.623558,0.03607177734375,51.0,63.0,114.0,82.64849008576145,0.05592658547472853,0.1423159,84437.9157936143
H6027_20151021T065924Z,RG01000,9.296981,42.206497,0.013781961,137.62814,18941.504,39.074833,0.03863525390625,83.0,87.0,170.0,108.39911025699442,0.04974820784653334,0.117939994,112894.8921571577
H7798_20211028T075923Z,RG01389,-26.568676,40.53358,0.0453901,128.44302,16497.611,41.644924,0.04095458984375,73.0,77.0,150.0,4.661901155787681,0.06231037170491705,0.14921367,59502.674755699256
H5298_20150310T215925Z,RG00886,-17.405436,42.861465,0.1449444,138.47531,19175.41,41.74536,0.03717041015625,66.0,90.0,156.0,27.41868495658974,0.05431449367181485,0.1206756,78405.56913962678
H1558_20120417T125926Z,RG00313,-29.052025,10.536917,0.1783557,41.880524,1753.9783,17.066244,0.00640869140625,47.0,34.0,81.0,74.81025202843678,0.0985930708293728,0.34091714,6087.2782598443755
H4941_20141221T105925Z,RG00837,-10.588377,42.704323,0.024990046,161.16696,25974.79,39.11412,0.0384521484375,51.0,67.0,118.0,74.48425890467132,0.039551444447958474,0.07340209,141430.21009739768
H4639_20141009T005925Z,RG00794,-18.029608,16.280956,0.3471623,48.4266,2345.1357,19.608187,0.006103515625,42.0,86.0,128.0,111.72124742463984,0.09663554000387124,0.32192472,8734.07584041245
H1209_20111226T005926Z,RG00253,-21.701576,12.990564,0.022735862,72.253624,5220.586,26.659117,0.01678466796875,33.0,22.0,55.0,19.038642969453694,0.07903494292224231,0.20178185,10048.17107056376
H1750_20120614T035926Z,RG00348,-15.241246,56.649315,0.11993797,195.41742,38187.97,48.2038,0.06109619140625,62.0,71.0,133.0,75.81625859424518,0.04043724355882794,0.087067366,229845.36354587742
H2748_20130519T145925Z,RG00536,11.357374,25.00171,0.11149591,96.55602,9323.065,34.21806,0.029052734375,50.0,54.0,104.0,26.01509522010977,0.06992883128734048,0.18720943,35363.87266895549
H401_20110308T025926Z,RG00095,8.783431,41.530193,0.04614791,160.04257,25613.625,44.07113,0.04864501953125,52.0,47.0,99.0,67.88047267285421,0.04738099075511535,0.10404116,138624.3406292615
H7716_20210827T215923Z,RG01368,-27.78413,31.564232,0.05669376,122.02539,14890.195,36.91902,0.03533935546875,56.0,57.0,113.0,59.85262140191855,0.05414465257998702,0.119257756,67139.49894815694
H1321_20120123T025926Z,RG00270,22.238585,71.74649,0.007582919,165.84993,27506.2,46.45004,0.06317138671875,112.0,111.0,223.0,64.66768516234345,0.04927287388367027,0.12051413,159981.68266640193
H5456_20150421T205925Z,RG00905,4.666142,28.062555,0.0042657405,113.279655,12832.28,30.298891,0.0247802734375,83.0,39.0,122.0,82.38661300991801,0.0465342559676435,0.11091174,69910.77059074171
H5983_20150928T065924Z,RG00988,-19.887991,52.022705,0.12229751,186.7112,34861.07,46.05991,0.0513916015625,76.0,40.0,116.0,92.01704866512375,0.03761751873617337,0.0720695,230718.07810710135
H7798_20211028T145923Z,RG01389,-26.667694,38.64552,0.06491605,120.33823,14481.288,38.715897,0.0399169921875,79.0,69.0,148.0,4.7284988293639945,0.0649528530134047,0.17746517,53218.916089307895
H7807_20211101T025923Z,RG01392,17.623343,25.385628,0.05503021,101.82822,10368.985,32.39409,0.024658203125,43.0,40.0,83.0,72.08646883684052,0.06184124927977661,0.15094991,49655.54348660102
H3804_20140304T035925Z,RG00705,-25.225584,31.611444,0.07424388,127.549866,16268.969,39.8527,0.038330078125,43.0,73.0,116.0,87.01016957545957,0.05454493787117817,0.11864781,90919.67846108359
H6063_20151104T125924Z,RG01005,6.555513,59.169178,0.028440125,172.66348,29812.676,52.323055,0.07086181640625,81.0,69.0,150.0,110.01503960842649,0.05588061229256455,0.14066069,184584.31955827476
H1461_20120314T025926Z,RG00294,14.470102,19.87009,0.012389883,81.227776,6597.951,27.618004,0.02166748046875,24.0,59.0,83.0,43.35996304868163,0.07123386778918693,0.2142833,24920.46386029199
H902_20111001T155926Z,RG00204,11.712812,24.045872,0.30294448,116.8238,13647.801,34.18633,0.026123046875,47.0,60.0,107.0,54.954967699155326,0.05254797811980339,0.12983072,60852.78992177306
H8155_20220421T225923Z,RG01476,16.669739,74.20453,0.3285438,175.59575,30833.865,49.878513,0.0665283203125,112.0,144.0,256.0,83.77566342549132,0.05310084515031566,0.13447076,178558.33784563967
H1907_20120810T145925Z,RG00366,-22.81233,29.579483,0.10553247,76.75934,5891.9966,27.669294,0.0169677734375,100.0,76.0,176.0,39.758264350525344,0.07522536544133174,0.22179864,28019.810807278118
H6327_20160211T165924Z,RG01046,11.513608,37.233017,0.055916324,118.91897,14141.721,40.54847,0.04290771484375,90.0,80.0,170.0,23.634735992088718,0.06909817859247698,0.19491199,62623.85106102178
H4097_20140509T145925Z,RG00746,9.321969,55.552185,0.15353069,159.70035,25504.203,41.15856,0.04949951171875,68.0,81.0,149.0,48.974319133829034,0.04200701208615085,0.08201117,143717.89101702106
H2362_20130112T105925Z,RG00459,19.519745,43.82796,0.034635186,125.64557,15786.809,38.655506,0.04412841796875,70.0,64.0,134.0,116.9940120096606,0.059659816576760144,0.1696271,106820.52622053633
H4097_20140510T005925Z,RG00746,9.255875,54.337654,0.11841101,162.27559,26333.367,41.89112,0.0491943359375,75.0,96.0,171.0,49.505425215546836,0.0428678145743736,0.085344076,146073.83651732275
H5456_20150421T025925Z,RG00905,4.808586,27.852509,0.004398782,113.938614,12982.008,30.50791,0.02447509765625,77.0,46.0,123.0,86.1200061913643,0.04680481443330801,0.11283249,71162.06908283212
H4781_20141109T025925Z,RG00814,15.504684,47.731777,0.15771678,151.55887,22970.09,49.05421,0.05364990234375,46.0,88.0,134.0,68.38475055015991,0.059942614057202075,0.14296004,109376.576001491
H3535_20131228T125925Z,RG00670,-17.496107,31.170025,0.025249556,110.31042,12168.389,37.949677,0.03662109375,53.0,44.0,97.0,86.1257021800084,0.06715181778681423,0.17434274,59805.286494906715
H3056_20130816T185925Z,RG00583,-6.45403,27.641186,0.10109682,125.65909,15790.207,33.994606,0.02777099609375,19.0,62.0,81.0,48.30780357485812,0.04740895254119463,0.097116224,69265.77332096684
H4396_20140801T085925Z,RG00789,-9.512775,45.446438,0.00051878596,120.011475,14402.754,38.942905,0.03973388671875,62.0,146.0,208.0,43.0177905143609,0.059858499222671675,0.15334776,72698.03476476911
H5026_20150109T075925Z,RG00853,6.00458,31.403835,0.06297462,142.25606,20236.787,36.166985,0.03558349609375,30.0,36.0,66.0,58.3608013677625,0.043044730807007166,0.09846667,108423.30907671306
H7590_20210522T105923Z,RG01335,20.479712,24.543583,0.06945371,95.18047,9059.322,27.177696,0.01873779296875,64.0,60.0,124.0,85.81435312577477,0.05133249682886541,0.12628256,47138.49650393266
H6027_20151021T095924Z,RG01000,9.311013,42.083786,0.025334055,134.71983,18149.436,38.694218,0.0396728515625,73.0,92.0,165.0,110.5681173425184,0.051069708637264025,0.12374525,108613.83531256905
H3048_20130811T085925Z,RG00581,-22.198427,18.048893,0.2631321,71.39966,5097.9116,24.89981,0.01409912109375,22.0,56.0,78.0,14.905046163752557,0.07045487514703412,0.16839711,14314.442845914564
H2673_20130421T105925Z,RG00520,12.525038,35.338913,0.01692152,153.38567,23527.164,45.53302,0.0489501953125,41.0,31.0,72.0,62.02150049940126,0.052225448048279347,0.11359379,106844.66304175866
H1603_20120427T075926Z,RG00322,11.325611,21.084179,0.1229825,89.351425,7983.677,28.781933,0.020751953125,61.0,40.0,101.0,70.96919388624701,0.06353825932518646,0.15657367,28279.552089722423
H1028_20111106T035926Z,RG00229,19.455057,88.47511,0.00644081,224.80907,50539.117,55.3925,0.083984375,85.0,106.0,191.0,96.02224644204964,0.03906077471494677,0.07628476,375302.69542474684
H5144_20150209T045925Z,RG00871,-8.34027,34.32222,0.39778057,117.38525,13779.297,35.530853,0.02978515625,143.0,27.0,170.0,74.09504169675192,0.05554691761361054,0.13209921,61592.13446929077
H7075_20170713T145923Z,RG01190,-5.917692,45.177162,0.065238446,166.14034,27602.613,37.44415,0.0411376953125,47.0,55.0,102.0,72.05815341162577,0.03510582500275516,0.0768911,187322.16776149062
H1321_20120119T065926Z,RG00270,21.953777,81.278946,0.022289857,199.20624,39683.125,50.06269,0.06982421875,105.0,104.0,209.0,70.1093233297794,0.039833936974415965,0.081432655,256069.09475580518
H2920_20130707T155925Z,RG00558,-11.469446,65.120186,0.07649986,185.75621,34505.37,55.329308,0.07904052734375,61.0,107.0,168.0,46.60199953768151,0.053085926263876745,0.13491209,222254.0820701186
H5692_20150620T155925Z,RG00942,12.307526,66.3733,0.0022468783,215.63135,46496.875,47.44261,0.064208984375,87.0,72.0,159.0,87.21159791790657,0.033293780187169754,0.06474752,314742.6047625851
H4941_20141220T135925Z,RG00837,-10.501596,45.36383,0.034451265,174.31918,30387.176,42.803837,0.0478515625,61.0,56.0,117.0,80.00899602717553,0.04008954224121546,0.073103964,168098.15185927838
H1807_20120705T095925Z,RG00354,-16.657141,64.834915,0.14899379,192.04224,36880.22,54.164135,0.07275390625,67.0,84.0,151.0,75.51787661351214,0.04841058021692138,0.112113565,216153.55061441383
H1807_20120703T205925Z,RG00354,-16.427551,59.09185,0.05312119,192.85597,37193.426,54.07956,0.0711669921875,78.0,79.0,157.0,64.43219786334757,0.048790729807558775,0.104210004,202351.59586089253
H5107_20150130T045925Z,RG00863,-10.703195,51.093796,0.047734227,156.95555,24635.047,45.296883,0.054443359375,60.0,86.0,146.0,100.74765901129938,0.051420950875064986,0.1223618,132692.7465006408
H7745_20210923T035923Z,RG01376,-28.706656,24.84808,0.27805245,89.31617,7977.378,28.18992,0.01934814453125,57.0,58.0,115.0,36.152519965646604,0.058670983305291066,0.14605534,37389.10712767272
H3263_20131016T135925Z,RG00616,-20.516554,25.26467,0.11354892,80.34254,6454.923,28.774485,0.01861572265625,49.0,91.0,140.0,67.36122588819318,0.0743870286313852,0.19490416,21848.250250298224
H5956_20150916T045924Z,RG00980,-19.916901,26.327177,0.15823337,108.32077,11733.39,33.853313,0.02874755859375,56.0,35.0,91.0,63.07461619802732,0.05750670186570162,0.14467408,52315.50055856253
H5415_20150407T145925Z,RG00902,-14.816538,28.422594,0.034201033,98.34289,9671.324,33.72153,0.02630615234375,84.0,59.0,143.0,18.75551706620688,0.07080827556221966,0.18410918,32493.660274946513
H892_20110927T225926Z,RG00201,13.245625,64.327805,0.05457931,212.84654,45303.65,53.3776,0.06396484375,133.0,50.0,183.0,85.5873577555002,0.03743049097511978,0.07544591,316859.975873457
H6206_20151225T215924Z,RG01025,-21.592678,42.11988,0.023541478,156.1345,24377.984,39.768997,0.043212890625,44.0,61.0,105.0,92.30915953639544,0.04094476611098035,0.07289213,135858.3979205788
H1638_20120512T115926Z,RG00329,10.173225,69.39034,0.0956853,200.12569,40050.293,54.96699,0.07672119140625,71.0,89.0,160.0,62.07651031889879,0.04655536035749865,0.10770883,235050.08648027465
H1879_20120730T025925Z,RG00362,-19.024836,42.779648,0.015695205,133.20578,17743.78,33.60476,0.031005859375,24.0,103.0,127.0,131.86343686838987,0.04189833493341071,0.104146846,124693.04199202653
H5011_20150102T135925Z,RG00850,-6.097602,52.961952,0.010185212,172.09647,29617.195,43.706924,0.05194091796875,60.0,52.0,112.0,92.97199027527401,0.04113615368893488,0.08959911,211948.7570456334
H6027_20151021T165924Z,RG01000,9.357227,43.518997,0.025800856,142.86902,20411.555,41.542385,0.04278564453125,75.0,97.0,172.0,108.35654799383173,0.05178667266549082,0.12318737,119880.04377324144
H2220_20121121T005925Z,RG00432,8.017732,31.537178,0.007974303,129.57175,16788.838,43.206726,0.039306640625,67.0,47.0,114.0,44.33011350577946,0.06353299683205031,0.14492978,53067.992191163496
H7871_20211222T025923Z,RG01406,-20.701998,43.36792,0.18375392,123.35612,15216.732,41.64356,0.05029296875,103.0,70.0,173.0,27.50352903636131,0.06598552869929267,0.1746355,64662.41806308981
H1028_20111106T045926Z,RG00229,19.464838,88.565674,0.0045538745,224.91405,50586.332,55.369987,0.084228515625,91.0,104.0,195.0,95.86693596294444,0.03927615625784089,0.07755007,375390.751289165
H3311_20131028T125925Z,RG00629,-8.965413,26.418823,0.043136716,117.33334,13767.114,33.515717,0.02923583984375,37.0,36.0,73.0,49.765979237290004,0.049460487154426185,0.10415243,60049.025463982
H1807_20120702T075925Z,RG00354,-16.470772,50.993538,0.035073705,174.02165,30283.535,47.01044,0.0562744140625,60.0,69.0,129.0,45.53367770317193,0.046516412690574174,0.10582372,174777.75125996905
H3291_20131022T065925Z,RG00624,7.018269,52.178654,0.11910231,159.18808,25340.844,52.156727,0.06011962890625,119.0,63.0,182.0,82.20130447378698,0.06365017038448759,0.1662174,121252.35389915701
H2673_20130422T095925Z,RG00520,12.253531,41.77685,0.05701688,165.98828,27552.11,44.87078,0.0472412109375,46.0,29.0,75.0,78.37160790655679,0.043136542351824576,0.08273937,153783.5374441065
H2227_20121126T215925Z,RG00433,-13.310577,29.903608,0.11775846,123.57833,15271.604,35.363964,0.0350341796875,57.0,29.0,86.0,49.44508446303303,0.0513349888221011,0.116495386,75134.27739516147
H3856_20140320T025925Z,RG00717,-12.968078,17.509327,0.12351708,54.64162,2985.7068,22.369415,0.01153564453125,68.0,80.0,148.0,31.36788777665049,0.09990291214667361,0.33394238,8486.978058955765
H2887_20130627T205925Z,RG00554,-16.295301,27.603798,0.059982207,91.14481,8307.377,31.908176,0.02728271484375,70.0,59.0,129.0,96.49805165541908,0.07472624800917031,0.21364073,42114.862525465825
H3535_20131227T185925Z,RG00670,-17.659239,28.421326,0.025498876,102.77958,10563.642,34.08174,0.0284423828125,58.0,47.0,105.0,82.18316845119585,0.06346742645499474,0.153388,50427.69592557245
H211_20101015T195926Z,RG00047,-19.935526,22.901642,0.14177936,78.230064,6119.9424,29.281403,0.0203857421875,69.0,75.0,144.0,98.55137172637349,0.08135150304300649,0.23464882,25143.278122361193
H7871_20211221T115923Z,RG01406,-20.649103,43.401573,0.22059812,129.06233,16657.086,45.192642,0.0560302734375,106.0,65.0,171.0,25.024689532459256,0.07012422336921363,0.19363509,67528.98143944025
H3291_20131021T045925Z,RG00624,7.223679,41.75186,0.17465986,122.54289,15016.76,40.344723,0.0394287109375,102.0,56.0,158.0,82.9967557146297,0.06394260961584414,0.15895802,73635.64352855174
H4817_20141121T235925Z,RG00780,-15.319511,74.40398,0.3193466,202.27036,40913.297,48.723095,0.0609130859375,119.0,180.0,299.0,103.71323571880674,0.03847212660738506,0.078308724,261963.4829513923
H1447_20120307T025926Z,RG00291,-17.052937,21.71983,0.0026056764,108.51854,11776.273,28.456003,0.022705078125,26.0,40.0,66.0,63.66685458169275,0.04328643286778962,0.097075835,65154.547706580444
H5885_20150824T025924Z,RG00969,-15.097809,77.84498,0.072652,222.68756,49589.75,55.7601,0.08404541015625,58.0,112.0,170.0,87.11573288460072,0.04115857253370892,0.09483317,352205.87313666585
H2693_20130503T025925Z,RG00525,9.638494,43.821877,0.29117504,114.96636,13217.264,39.00959,0.0421142578125,66.0,113.0,179.0,78.38564895657467,0.06737145036375375,0.18563004,69967.43016439764
H3721_20140214T095925Z,RG00695,-12.060497,63.38504,0.08226556,189.74782,36004.234,58.174988,0.080322265625,78.0,99.0,177.0,71.56671837764853,0.05512429696447759,0.13526082,205504.81665069045
H4396_20140801T115925Z,RG00789,-9.536694,44.916542,0.004002375,117.41859,13787.124,38.09272,0.03729248046875,79.0,149.0,228.0,42.176008581656276,0.05956136824491109,0.14952455,71365.84593032442
H3856_20140319T225925Z,RG00717,-12.971068,17.651455,0.14287837,53.471375,2859.188,21.777304,0.00946044921875,73.0,70.0,143.0,44.108714128568515,0.09974182404487722,0.3382315,8310.738566977849
H495_20110415T095926Z,RG00115,13.109531,48.122746,0.002979096,146.26161,21392.457,44.793285,0.0516357421875,48.0,92.0,140.0,88.91291378011147,0.05906569308170175,0.15899235,128294.24545570492
H2887_20130627T035925Z,RG00554,-16.222706,25.996716,0.09280862,85.18574,7256.6094,30.146866,0.0225830078125,59.0,64.0,123.0,99.39482036140691,0.07516954693357973,0.22428773,37527.335173183994
H2673_20130421T185925Z,RG00520,12.40561,37.095734,0.025203807,155.63293,24221.61,45.53107,0.04840087890625,35.0,47.0,82.0,70.08697039902235,0.04924249842040236,0.098804675,121014.26331431877
H8155_20220425T025923Z,RG01476,16.579308,50.433517,0.67136896,128.44511,16498.148,38.314896,0.03570556640625,49.0,162.0,211.0,75.88662341335736,0.0553780562186942,0.15551852,102770.02753261471
H6063_20151103T135924Z,RG01005,6.679444,63.435204,0.009168158,184.13295,33904.945,55.38434,0.07861328125,79.0,58.0,137.0,103.95695936578781,0.05388224838678815,0.12941326,207117.5547046059
H3341_20131110T235925Z,RG00636,-9.993472,59.712593,0.038727254,159.56042,25459.527,45.152332,0.05377197265625,75.0,116.0,191.0,95.51079488720417,0.04922688857590309,0.12054207,168788.12534336632
H4000_20140416T005925Z,RG00732,-15.763809,41.156265,0.27460292,113.35826,12850.096,36.39447,0.033203125,66.0,132.0,198.0,73.45081689019737,0.0637287403060658,0.18192908,70583.88956149168
H7115_20170906T005923Z,RG01197,-9.260814,51.747307,0.0033383472,176.11034,31014.852,50.960728,0.05426025390625,41.0,75.0,116.0,31.26679401874558,0.04801466424427854,0.08527019,144040.08688676046
H5541_20150512T235925Z,RG00917,12.349758,70.116196,0.12566984,187.64401,35210.273,50.056072,0.07354736328125,82.0,70.0,152.0,116.46657071962551,0.04390463232024788,0.09871676,259940.7779931752
H4920_20141218T015925Z,RG00834,-16.763165,77.04033,0.23113333,213.17494,45443.555,58.088432,0.0872802734375,58.0,172.0,230.0,38.9649447193643,0.045765283411051,0.104311906,257075.20448651398
H2491_20130217T075925Z,RG00478,12.38884,7.9507403,0.02018715,61.13289,3737.23,23.092134,0.01141357421875,18.0,14.0,32.0,37.68485128036034,0.08079554751862576,0.20860854,8587.547940637884
H5011_20150105T165925Z,RG00850,-6.454965,56.599033,0.052648347,176.21439,31051.508,48.91832,0.06573486328125,91.0,60.0,151.0,113.95168223537264,0.04823450311541115,0.11744539,213889.90833504408
H7966_20220128T225923Z,RG01432,17.019487,39.29365,0.0146345915,144.7229,20944.719,38.522663,0.043212890625,49.0,46.0,95.0,53.489918104253334,0.0452241432739804,0.09645048,111838.28092880914
H750_20110802T215926Z,RG00170,16.499708,40.573425,0.00054169394,139.10748,19350.89,44.55338,0.04388427734375,106.0,40.0,146.0,44.574143685002426,0.05983934665134627,0.12953562,72632.00106532966
H4225_20140615T075925Z,RG00765,-18.508955,29.107824,0.22930062,86.939,7558.3896,30.445053,0.0223388671875,96.0,71.0,167.0,50.06400422479368,0.07392259453744508,0.20679642,24171.69562595934
H1806_20120703T115925Z,RG00353,16.958422,30.710022,0.26954016,103.25938,10662.499,35.28766,0.0338134765625,74.0,93.0,167.0,75.28042657291358,0.07162496380187602,0.20370899,43029.37381518921
H3366_20131115T025925Z,RG00641,-18.872553,61.659187,0.05746477,145.50774,21172.5,47.903683,0.0643310546875,114.0,109.0,223.0,93.41205527371514,0.06564847829582647,0.18807127,126177.37077660162
H4225_20140615T145925Z,RG00765,-18.549059,27.353458,0.19934088,82.409874,6791.387,29.236135,0.017578125,92.0,86.0,178.0,54.84250603157614,0.07661961840698922,0.21861948,20864.71175286185
H5541_20150513T125925Z,RG00917,12.44369,67.550964,0.14098844,181.4176,32912.344,49.756943,0.07080078125,102.0,63.0,165.0,120.12718451426062,0.046337407784287535,0.10789282,233084.3660579733
H5956_20150915T195924Z,RG00980,-20.050909,24.702679,0.12838684,101.99934,10403.865,32.4609,0.02557373046875,63.0,36.0,99.0,59.65521454428178,0.05923974882706486,0.14228414,43739.48618986096
H5885_20150826T005924Z,RG00969,-14.854707,76.1794,0.017945267,202.76863,41115.117,45.23505,0.0594482421875,55.0,112.0,167.0,100.6608946411375,0.0343718374092323,0.073908165,326076.20978336415
H2491_20130217T115925Z,RG00478,12.383228,8.669848,0.01215428,63.53165,4036.2705,23.359652,0.01275634765625,14.0,13.0,27.0,41.392507013116244,0.07509787886940575,0.18664531,10138.301668446473
H2227_20121126T235925Z,RG00433,-13.332281,30.697422,0.12166968,124.13424,15409.31,36.501648,0.03582763671875,50.0,30.0,80.0,47.62702558488568,0.052353929515106784,0.12559403,75616.38566580195
H3804_20140303T145925Z,RG00705,-25.211006,31.92936,0.078193575,132.10672,17452.184,40.66152,0.03973388671875,46.0,60.0,106.0,83.81075527522827,0.051701985375569935,0.105413,95807.98750565984
H4698_20141022T195925Z,RG00801,-13.011707,183.66202,0.056928083,372.8839,139042.4,85.676674,0.18487548828125,117.0,118.0,235.0,96.78871045375178,0.03502771150623638,0.081036635,1296950.0184461633
H8_20100504T125926Z,RG00004,40.936691,5.8326097,0.27439386,35.31512,1247.1578,14.38636,0.00482177734375,13.0,11.0,24.0,24.024778814696138,0.0862167710465313,0.23318152,3357.2930050152186
H7716_20210828T045923Z,RG01368,-27.687038,34.36893,0.04590915,129.08139,16662.004,39.665726,0.0399169921875,52.0,56.0,108.0,57.63107585572981,0.054168355825301266,0.117789015,75652.81494483036
H2790_20130602T075925Z,RG00543,-24.282314,40.420273,0.081995025,124.91214,15603.043,39.278805,0.0369873046875,84.0,113.0,197.0,48.295880544584634,0.06060983728802939,0.15037654,64759.397856037496
H2790_20130602T225925Z,RG00543,-24.737906,40.87609,0.059895158,121.77172,14828.352,37.553356,0.03692626953125,85.0,100.0,185.0,47.810959769111555,0.059179812430291336,0.14366657,62459.98331930519
H5107_20150127T205925Z,RG00863,-10.301575,52.07227,0.06641474,171.11378,29279.926,46.20349,0.05755615234375,78.0,103.0,181.0,100.79185630523715,0.046687232112421845,0.11327327,164548.2383099726
H3364_20131115T045925Z,RG00640,-14.94835,36.1649,0.038739577,139.47795,19454.098,42.189972,0.0416259765625,58.0,52.0,110.0,27.557618008501656,0.05591119833604573,0.12848428,66656.79520438299
H3563_20140107T025925Z,RG00673,-10.306558,116.724625,0.08549907,299.90927,89945.58,64.86385,0.117919921875,87.0,133.0,220.0,99.62754126773204,0.03158500963210466,0.062332146,737062.644856902
H2546_20130315T045925Z,RG00492,10.268978,35.291054,0.07779491,123.29217,15200.959,31.95044,0.02581787109375,94.0,85.0,179.0,93.75869496666347,0.04643384396120122,0.10893724,78812.57903616966
H6327_20160212T185924Z,RG01046,11.957698,38.765553,0.037780095,119.23268,14216.432,40.83745,0.03863525390625,100.0,56.0,156.0,19.23692074940211,0.06813639680476584,0.17537396,56896.45006951931
H3941_20140404T105925Z,RG00727,9.913034,29.612913,0.07747953,106.7945,11405.066,31.178715,0.02593994140625,113.0,37.0,150.0,28.53440285290921,0.05316320450944289,0.1225522,46001.77400330084
H7807_20211101T105923Z,RG01392,17.709106,25.937653,0.056898963,103.7955,10773.506,33.722565,0.03253173828125,47.0,31.0,78.0,71.91340574216775,0.06302589712996032,0.16208322,51514.30401571159
H2920_20130708T005925Z,RG00558,-11.674457,63.152023,0.062250413,177.34396,31450.88,53.600964,0.07489013671875,50.0,112.0,162.0,41.844634350415944,0.05537155430064793,0.14124651,194804.10317044996
H3535_20131231T165925Z,RG00670,-16.122997,45.21997,0.086118385,141.00873,19883.46,43.282322,0.0491943359375,51.0,84.0,135.0,79.34395474200161,0.05331321824949881,0.12380971,116639.91946879061
H2362_20130112T205925Z,RG00459,19.510967,41.51982,0.039739862,118.312744,13997.905,36.58637,0.0389404296875,78.0,65.0,143.0,118.3950774227611,0.06031610481189288,0.17536364,94502.86020360523
H5144_20150209T015925Z,RG00871,-8.336975,32.98405,0.3948289,112.77535,12718.279,34.511723,0.02947998046875,135.0,23.0,158.0,73.46777770493894,0.057427629649869166,0.14063427,55980.915130449335
H1750_20120613T235926Z,RG00348,-15.268772,54.639297,0.12928039,189.99815,36099.3,46.97809,0.057373046875,60.0,69.0,129.0,76.49382460572048,0.04050273803142888,0.08535321,218103.33945018984
H377_20110213T205926Z,RG00090,-20.210226,31.839035,0.031229384,147.50125,21756.617,43.97825,0.0399169921875,39.0,25.0,64.0,47.41399698342719,0.05458874923982271,0.11227384,78604.6248907927
H5415_20150409T145925Z,RG00902,-15.912916,28.513138,0.039688136,97.00791,9410.535,34.71082,0.02935791015625,91.0,62.0,153.0,32.17318503467803,0.07510414805801251,0.19934648,28882.802135028818
H7570_20210419T225923Z,RG01328,-24.614355,14.86339,0.026849305,74.41026,5536.8877,24.771711,0.01361083984375,26.0,38.0,64.0,64.71548911070751,0.06058716196948845,0.123691894,21971.47845989696
H2693_20130501T045925Z,RG00525,9.227825,55.513126,0.24910833,156.09714,24366.318,52.205845,0.0672607421875,79.0,128.0,207.0,70.35239315203619,0.06355021849611678,0.16533884,118835.23288082673
H2362_20130113T075925Z,RG00459,19.538744,40.80841,0.048403542,116.240974,13511.965,36.43369,0.034912109375,92.0,52.0,144.0,121.52285134844622,0.060746534475238145,0.17517863,88483.54632376952
H5526_20150505T085925Z,RG00913,-15.738639,43.002083,0.1131953,140.73386,19806.02,42.597786,0.04571533203125,101.0,42.0,143.0,81.82367227479097,0.053952711398301774,0.12820478,116021.00271171278
H384_20110218T005926Z,RG00091,12.882295,29.59982,0.058098517,113.991295,12994.016,36.240635,0.035400390625,63.0,40.0,103.0,69.03334204743241,0.06158127357208783,0.1584306,56599.677663104136
H5026_20150108T155925Z,RG00853,5.878558,26.635223,0.07954161,132.11636,17454.734,34.256256,0.031494140625,27.0,31.0,58.0,57.358693017910355,0.044561373666734745,0.09700067,88373.4707580983
H1879_20120728T185925Z,RG00362,-18.46686,33.186985,0.28290015,97.21286,9450.34,27.759327,0.0194091796875,15.0,95.0,110.0,157.24481785332299,0.05824313179240675,0.15363911,48066.30906271411
H8043_20220302T145923Z,RG01450,17.221769,14.933559,0.055714466,55.92694,3127.8228,20.638592,0.0086669921875,57.0,41.0,98.0,56.241145072121014,0.08032373412571923,0.24168189,10584.997694744714
H3364_20131115T135925Z,RG00640,-14.571884,37.138382,0.057631645,134.62407,18123.64,40.240353,0.0433349609375,58.0,46.0,104.0,28.65208102000092,0.05537749006638408,0.12671791,66178.73721883773
H3941_20140404T075925Z,RG00727,9.916948,29.266289,0.08865353,108.03004,11670.489,29.91175,0.02203369140625,111.0,31.0,142.0,35.64091987065062,0.04979238561636897,0.11023666,48861.34360214907
H3563_20140105T125925Z,RG00673,-10.398639,106.37505,0.0016074346,257.7845,66452.84,55.333267,0.0892333984375,100.0,108.0,208.0,95.35010375276418,0.03155888423989133,0.06406759,546870.6692459809
H3580_20140106T115925Z,RG00675,8.910399,16.09564,0.0027187525,95.07029,9038.359,28.068808,0.01995849609375,12.0,27.0,39.0,50.746339359588944,0.053708937837491526,0.12135494,36852.41254096945
H753_20110802T045926Z,RG00172,17.381983,40.29875,0.029426029,178.56247,31884.555,39.511726,0.04058837890625,44.0,38.0,82.0,52.653683124208435,0.035249677789538386,0.06388103,167755.38357488025
H3366_20131115T155925Z,RG00641,-18.629072,62.325497,0.08229889,148.89754,22170.475,50.866043,0.0704345703125,104.0,108.0,212.0,101.5267033707702,0.07032039468192967,0.20518386,126112.74332153166
H1447_20120308T015926Z,RG00291,-17.098175,20.660244,0.020949798,102.32518,10470.442,28.108908,0.0225830078125,29.0,42.0,71.0,67.88861473173914,0.04800008649627564,0.10806966,54690.30986136482
